,TA_F,SW_IN_POT,SW_IN_F,LW_IN_F,VPD_F,P_F,WS_F,LE_F_MDS,H_F_MDS
1010,9.769,269.795,111.954,299.975,1.891,8.916,5.06,37.7921,-21.6628
1011,8.918,266.733,23.401,343.243,0.207,13.196,3.701,20.2373,-22.9552
1012,8.166,263.679,144.38,255.372,2.67,0.125,2.795,65.772,11.496
1013,9.524,260.632,165.568,271.929,3.067,0.114,2.376,54.5749,55.1091
1014,10.781,257.596,145.837,271.988,1.904,0.103,2.979,34.7982,35.0006
1015,10.31,254.57,168.375,270.926,1.445,0.092,4.074,42.7202,46.3486
1016,11.674,251.556,166.128,260.861,3.389,4.747999999999999,3.986,50.2733,15.7996
1017,11.84,248.553,80.037,325.744,1.314,9.404,6.593,32.8472,-29.2893
1018,8.711,245.566,118.967,287.536,1.378,0.091,3.926,33.1486,11.8258
1019,8.325,242.592,109.302,265.371,2.685,0.127,4.869,64.3951,-6.56691
1020,8.176,239.635,70.271,280.102,1.925,0.949,5.332,27.4682,-30.3938
1021,5.427,236.694,110.532,248.285,2.659,1.391,3.282,32.2897,23.9409
1022,5.764,233.772,151.579,242.667,2.599,1.833,2.82,32.8488,54.1801
1023,8.18,230.867,161.169,244.423,1.849,2.275,4.982,24.9536,33.142
1024,8.821,227.984,104.117,294.664,1.991,2.717,2.496,14.7257,27.8469
1025,6.187,225.12,24.796,337.1,0.041,3.159,3.894,4.62165,-1.19381
1026,5.663,222.28,17.665,336.129,0.7255,1.285,4.162,12.3716,-7.47567
1027,6.861,219.463,87.961,296.463,1.41,0.299,8.092,34.7288,-34.1292
1028,0.298,216.67,34.414,287.83,1.312,1.977,7.149,38.0961,-47.8344
1029,3.951,213.902,140.786,237.647,2.419,1.5996666666666668,6.133,24.642,0.750792
1030,7.625,211.16,131.475,260.717,2.691,1.2223333333333333,6.279,12.0261,13.0443
1031,7.665,208.447,19.301,320.028,1.24,0.845,5.268,-1.3516,-21.5279
1032,7.32,205.761,39.056,310.627,0.566,7.024,5.508,28.5294,-31.282
1033,0.997,203.105,62.896,283.429,0.632,1.009,2.681,27.5967,11.7558
1034,1.824,200.48,113.882,260.663,1.113,0.25,5.475,30.2794,12.708
1035,5.021,197.886,77.315,298.848,0.442,0.396,5.715,19.1689,-18.101
1036,7.972,195.325,54.843,302.188,0.839,0.542,6.092,23.6278,-27.8011
1037,8.749,192.797,88.658,277.714,1.348,0.688,4.4,15.3788,-4.06142
1038,8.977,190.305,68.31,313.759,1.646,0.834,4.452,18.1487,-3.42776
1039,6.771,187.848,118.65,235.72,2.585,4.3613333333333335,5.106,40.2806,5.49977
1040,6.918,185.427,60.732,264.663,3.63,7.8886666666666665,3.186,15.9666,-13.6294
1041,8.086,183.044,52.818,325.791,1.175,11.416,4.647,10.0734,-17.8831
1042,3.115,180.699,96.739,290.562,0.949,5.668,5.028,25.7663,8.07257
1043,-2.876,178.394,45.399,266.969,0.066,4.967,4.851,20.7275,-6.73953
1044,-1.247,176.13,53.654,283.532,0.408,0.792,5.377,11.5744,-30.4641
1045,-0.499,173.906,29.0,280.23,0.3075,5.961,1.08,1.93186,-4.81241
1046,-2.453,171.724,66.0,270.921,0.207,2.602,2.521,17.0801,-1.83569
1047,-3.539,169.585,61.712,273.895,0.208,3.505,4.815,12.6122,5.91142
1048,-3.114,167.491,51.108,281.056,0.012,2.75,2.304,4.20664,5.46793
1049,-3.681,165.44,49.697,256.818,0.115,1.918,0.925,5.37554,5.645
1050,-3.59,163.435,83.113,237.077,0.202,2.212,2.712,11.9008,8.75598
1051,-3.729,161.476,50.118,276.79,0.17483333333333334,1.875,2.441,-3.23641,1.66687
1052,-2.93,159.564,65.768,277.508,0.14766666666666667,2.293,1.541,19.2035,6.70123
1053,-2.561,157.7,74.741,255.396,0.12050000000000001,3.12,2.133,-1.61209,4.3086
1054,-2.741,155.884,57.775,280.353,0.09333333333333334,1.93,1.684,8.38565,5.23203
1055,-3.013,154.117,47.968,276.046,0.06616666666666668,3.528,2.587,9.31199,13.7506
1056,-4.67,152.399,58.23,266.743,0.039,3.982,5.768,10.6872,-5.46152
1057,-3.558,150.732,48.675,276.099,0.066,6.676,3.987,9.33635,-2.54113
1058,-3.092,149.116,73.276,247.915,0.496,2.121,4.453,12.4127,-16.0868
1059,-4.406,147.551,23.036,278.119,0.053,8.196,4.473,1.97584,-9.16442
1060,-4.353,146.039,37.219,257.074,0.409,2.633,5.234,6.11026,-13.4568
1061,-3.276,144.578,70.139,233.961,0.584,1.404,2.417,3.3735,11.0218
1062,-3.397,143.171,72.226,236.791,0.458,0.175,3.171,7.71938,-0.577
1063,-0.914,141.818,21.443,289.167,0.859,6.129,4.3,14.9165,-16.3491
1064,-3.069,140.519,15.469,294.175,0.46749999999999997,5.77,8.693,-2.31715,-16.6038
1065,-5.317,139.275,28.54,273.75,0.076,1.338,6.241,10.9685,-15.6644
1066,-4.954,138.085,58.943,233.561,0.413,0.544,6.199,7.67613,-13.5556
1067,-7.848,136.95,50.705,250.147,0.059,1.433,4.042,-8.92956,5.0744
1068,-5.451,135.872,83.967,217.45,0.412,0.255,2.112,-2.11022,-2.36596
1069,-3.503,134.85,44.054,275.584,0.2475,4.101,3.498,0.132678,-12.3271
1070,-5.822,133.883,91.157,210.016,0.083,1.394,2.292,-1.46472,-6.19625
1071,-6.227,132.974,93.409,187.508,0.39,0.898,1.86,4.26889,-4.45521
1072,-6.328,132.122,98.041,190.006,0.68,0.086,1.646,1.86534,-13.9321
1073,-5.564,131.328,42.6,272.136,0.282,2.486,4.669,6.43326,-3.91233
1074,-10.041,130.591,21.058,249.538,0.089,2.646,5.276,8.15953,8.13568
1075,-8.468,129.912,62.194,219.236,0.255,2.712,3.056,1.96161,3.24023
1076,-8.478,129.291,49.676,237.104,0.13,2.798,2.87,-1.97806,1.33998
1077,-9.498,128.728,39.935,245.352,0.079,5.65,3.008,2.82565,1.7317
1078,-9.664,128.224,52.503,212.224,0.091,3.345,1.876,-4.50943,4.19752
1079,-10.256,127.779,46.579,238.169,0.093,2.509,3.298,4.71368,-0.630031
1080,-8.27,127.392,45.77,251.571,0.063,2.301,3.06,10.9376,7.51983
1081,-10.283,127.065,18.891,235.629,0.122,13.149,2.995,0.22791,-0.558677
1082,-8.68,126.796,18.525,254.678,0.191,8.447,6.292,13.0722,32.7934
1083,-7.257,126.587,26.564,252.201,0.088,10.11,5.814,8.10826,7.48859
1084,-7.468,126.437,51.948,234.447,0.361,0.593,3.362,7.17578,4.58828
1085,-8.72,126.347,77.007,205.766,0.23,0.244,1.397,4.5344,2.86259
1086,-9.209,126.316,87.764,185.366,0.395,1.0939999999999999,3.286,4.57452,-8.02725
1087,-8.484,126.345,51.769,209.154,0.235,1.944,3.141,5.20537,-7.924
1088,-7.55,126.433,63.136,241.76,0.041,3.569,3.24,2.47143,9.26938
1089,-7.344,126.581,55.394,242.988,0.087,2.728,2.895,8.38597,2.87832
1090,-9.493,126.788,43.051,237.177,0.129,13.691,5.378,1.40125,31.59
1091,-9.831,127.055,68.87,221.215,0.089,2.836,2.182,-2.10022,-4.11649
1092,-11.343,127.381,44.429,215.129,0.17,2.857,3.29,-4.77018,-0.118691
1093,-10.891,127.768,100.717,191.324,0.459,0.563,2.221,2.02875,18.7136
1094,-11.049,128.213,76.337,199.76,0.413,0.28,1.832,0.44725,11.006
1095,-11.43,128.717,85.54,201.21,0.306,0.576,2.943,0.305613,5.69598
